,business_code,cust_number,clear_date,posting_date,document_create_date,document_create_date.1,due_date,currency,amount,baseline_create_date,cust_payment_terms
2284,U001,200230690,2019-07-16,2019-07-03,2019-07-03,2019-07-03,2019-07-24,USD,449.94,2019-07-01,NAM4
2285,U001,200936373,2019-12-03,2019-11-18,2019-11-18,2019-11-18,2019-12-03,USD,17849.73,2019-11-18,NAA8
2286,U001,200769623,2019-09-09,2019-08-27,2019-08-27,2019-08-27,2019-09-11,USD,54135.1,2019-08-27,NAH4
2287,U001,200727278,2019-08-16,2019-07-29,2019-07-26,2019-07-29,2019-08-13,USD,73971.68,2019-07-29,NAA8
2288,CA02,100034964,2019-04-04,2019-03-25,2019-03-25,2019-03-25,2019-04-08,CAD,8332.8,2019-03-29,CA10
2289,U001,200705742,2019-10-15,2019-09-30,2019-09-30,2019-09-30,2019-10-15,USD,36346.22,2019-09-30,NAA8
2290,U001,200769623,2019-08-30,2019-08-20,2019-08-19,2019-08-20,2019-09-04,USD,36749.06,2019-08-20,NAH4
2291,U001,200739534,2019-01-24,2019-01-07,2019-01-07,2019-01-07,2019-01-22,USD,49930.47,2019-01-07,NAA8
2292,U001,200705742,2019-01-31,2019-01-15,2019-01-15,2019-01-15,2019-02-04,USD,1429.83,2019-01-15,NAD1
2294,U001,200769623,2019-07-31,2019-07-21,2019-07-20,2019-07-21,2019-08-05,USD,31048.53,2019-07-21,NAH4
2295,U001,200707822,2019-10-17,2019-10-02,2019-10-03,2019-10-02,2019-10-17,USD,108297.87,2019-10-02,NAA8
2297,U001,200769623,2019-10-16,2019-10-05,2019-10-03,2019-10-05,2019-10-20,USD,64325.9,2019-10-05,NAH4
2298,U001,100031704,2019-05-30,2019-02-14,2019-02-14,2019-02-14,2019-03-01,USD,1802.58,2019-02-14,NAA8
2299,U001,200353024,2019-04-10,2019-04-04,2019-04-04,2019-04-04,2019-04-08,USD,9341.35,2019-04-01,NAM1
2300,U001,200769623,2019-02-15,2019-01-31,2019-01-30,2019-01-31,2019-02-15,USD,22886.81,2019-01-31,NAH4
2301,U001,200769623,2019-03-06,2019-02-24,2019-02-23,2019-02-24,2019-03-11,USD,13938.18,2019-02-24,NAH4
2302,U001,200576926,2019-11-12,2019-10-31,2019-10-29,2019-10-31,2019-11-10,USD,44878.75,2019-10-31,NA10
2303,U001,200705742,2019-05-13,2019-04-26,2019-04-27,2019-04-26,2019-05-28,USD,38119.05,2019-04-26,NA32
2304,U001,200700919,2019-05-29,2019-05-09,2019-05-06,2019-05-09,2019-05-29,USD,30890.76,2019-05-09,NAD1
2305,U001,200793888,2019-05-17,2019-04-08,2019-04-03,2019-04-08,2019-04-23,USD,27271.66,2019-04-08,NAA8
2306,CA02,140106372,2019-04-22,2019-04-10,2019-04-10,2019-04-10,2019-04-21,CAD,10712.16,2019-04-11,CA10
2307,CA02,140105686,2019-09-26,2019-09-04,2019-09-04,2019-09-04,2019-09-22,CAD,19420.13,2019-09-12,CA10
2308,U001,200769623,2019-11-18,2019-11-07,2019-11-07,2019-11-07,2019-11-22,USD,30210.45,2019-11-07,NAH4
2310,U001,200769623,2019-07-24,2019-07-13,2019-07-12,2019-07-13,2019-07-28,USD,2133.29,2019-07-13,NAH4
2311,U001,100049207,2019-09-13,2019-08-15,2019-08-09,2019-08-15,2019-11-13,USD,49.66,2019-08-15,NAVR
2312,U001,200762301,2020-02-26,2020-02-10,2020-02-07,2020-02-10,2020-04-15,USD,2022.19,2020-02-10,NAGD
2313,U001,200769623,2019-01-22,2019-01-03,2019-01-01,2019-01-03,2019-01-18,USD,716.72,2019-01-03,NAH4
2314,U001,200519201,2019-03-25,2019-03-08,2019-03-07,2019-03-08,2019-03-23,USD,17852.08,2019-03-08,NAA8
2315,U001,200792293,2019-07-15,2019-06-25,2019-06-25,2019-06-25,2019-07-10,USD,52219.06,2019-06-25,NAA8
2317,U001,200769623,2020-01-30,2020-01-19,2020-01-18,2020-01-19,2020-02-03,USD,669.53,2020-01-19,NAH4
2318,U001,200769623,2019-03-22,2019-03-12,2019-03-12,2019-03-12,2019-03-27,USD,1139.84,2019-03-12,NAH4
2319,U001,200726979,2019-07-15,2019-06-28,2019-06-27,2019-06-28,2019-07-13,USD,261.31,2019-06-28,NAA8
2322,U001,200763814,2019-05-28,2019-04-22,2019-04-22,2019-04-22,2019-05-24,USD,40207.21,2019-04-22,NA32
2323,U001,200714710,2019-10-10,2019-09-25,2019-09-24,2019-09-25,2019-10-10,USD,348.1,2019-09-25,NAA8
2324,U001,200721222,2020-02-21,2020-02-07,2020-02-06,2020-02-07,2020-02-22,USD,80977.06,2020-02-07,NAA8
2325,U001,200744019,2019-01-29,2019-01-09,2019-01-08,2019-01-09,2019-01-24,USD,62089.38,2019-01-09,NAA8
2328,U001,200353024,2019-05-16,2019-05-08,2019-05-08,2019-05-08,2019-05-24,USD,6603.66,2019-05-01,NAM4
2329,U001,200769623,2019-10-11,2019-09-24,2019-09-23,2019-09-24,2019-10-09,USD,54082.8,2019-09-24,NAH4
2330,U001,200794332,2019-03-29,2019-03-15,2019-03-14,2019-03-15,2019-03-30,USD,57842.5,2019-03-15,NAAX
2331,U001,100031704,2019-07-01,2019-06-10,2019-06-11,2019-06-10,2019-06-25,USD,110406.68,2019-06-10,NAA8
2332,U001,200418007,2019-01-25,2019-01-10,2019-01-08,2019-01-10,2019-01-25,USD,4398.12,2019-01-10,NAA8
2333,U001,200793830,2019-06-06,2019-05-22,2019-05-22,2019-05-22,2019-06-06,USD,11761.73,2019-05-22,NAA8
2334,U001,200472086,2019-01-25,2019-01-10,2019-01-07,2019-01-10,2019-01-25,USD,41372.28,2019-01-10,NAA8
2335,U001,200230690,2019-10-23,2019-10-22,2019-10-22,2019-10-22,2019-10-26,USD,7442.94,2019-10-16,NAM2
2336,U001,200769623,2019-12-31,2019-12-20,2019-12-19,2019-12-20,2020-01-04,USD,43189.98,2019-12-20,NAH4
2337,U001,200762950,2019-05-15,2019-03-13,2019-03-11,2019-03-13,2019-05-17,USD,4277.5,2019-03-13,NAGD
2340,U001,200769623,2019-04-29,2019-04-11,2019-04-10,2019-04-11,2019-04-26,USD,61961.01,2019-04-11,NAH4
2342,CA02,140104472,2019-07-17,2019-06-25,2019-06-25,2019-06-25,2019-07-12,CAD,4726.98,2019-07-02,CA10
2343,CA02,140105686,2019-09-26,2019-09-11,2019-09-11,2019-09-11,2019-09-23,CAD,3207.0,2019-09-13,CA10
2344,U001,200769623,2020-01-15,2020-01-05,2020-01-04,2020-01-05,2020-01-20,USD,14827.39,2020-01-05,NAH4
2345,U001,200769623,2019-10-15,2019-10-01,2019-10-01,2019-10-01,2019-10-16,USD,37273.12,2019-10-01,NAH4
2346,U001,200718130,2019-11-04,2019-10-18,2019-10-18,2019-10-18,2019-11-02,USD,18718.96,2019-10-18,NAA8
2347,U001,CCCA02,2019-03-29,2019-02-01,2019-01-30,2019-02-01,2019-03-08,USD,12965.4,2019-02-01,NAG2
2348,U001,200701314,2019-06-14,2019-05-29,2019-05-29,2019-05-29,2019-06-13,USD,31815.0,2019-05-29,NAA8
2349,U001,200777735,2019-09-30,2019-09-13,2019-09-13,2019-09-13,2019-09-28,USD,42155.12,2019-09-13,NAA8
2350,U001,200230690,2019-02-01,2019-01-28,2019-01-28,2019-01-28,2019-02-08,USD,1432.77,2019-01-16,NAM4
2351,U001,200769623,2019-10-22,2019-10-04,2019-10-03,2019-10-04,2019-10-19,USD,25388.16,2019-10-04,NAH4
2352,U001,200769623,2020-01-09,2019-12-29,2019-12-29,2019-12-29,2020-01-13,USD,46931.43,2019-12-29,NAH4
2353,U001,200337148,2019-09-18,2019-09-03,2019-09-03,2019-09-03,2019-09-18,USD,2280.04,2019-09-03,NAA8
2354,U001,200759878,2019-10-21,2019-10-04,2019-10-02,2019-10-04,2019-10-19,USD,30734.09,2019-10-04,NAH4
2355,U001,CCCA02,2019-09-27,2019-08-14,2019-08-14,2019-08-14,2019-09-18,USD,13371.75,2019-08-14,NAG2
2357,U001,200769623,2019-04-19,2019-04-04,2019-04-03,2019-04-04,2019-04-19,USD,8808.67,2019-04-04,NAH4
2358,CA02,100027362,2020-02-26,2020-02-19,2020-02-19,2020-02-19,2020-03-01,CAD,12360.0,2020-02-20,CA10
2359,U001,200769623,2019-04-11,2019-04-01,2019-03-30,2019-04-01,2019-04-16,USD,16149.01,2019-04-01,NAH4
2360,U001,200772670,2019-02-04,2019-01-22,2019-01-22,2019-01-22,2019-02-06,USD,19934.77,2019-01-22,NAU5
2361,U001,200712105,2019-04-10,2019-03-05,2019-03-06,2019-03-05,2019-03-20,USD,66636.86,2019-03-05,NAA8
2363,U001,200793568,2019-06-04,2019-05-17,2019-05-17,2019-05-17,2019-06-01,USD,7853.43,2019-05-17,NAA8
2364,U001,200769623,2020-01-15,2020-01-05,2020-01-03,2020-01-05,2020-01-20,USD,44885.36,2020-01-05,NAH4
2366,U001,200769623,2019-05-08,2019-04-26,2019-04-25,2019-04-26,2019-05-11,USD,7998.08,2019-04-26,NAH4
2367,U001,200020431,2019-10-01,2019-09-21,2019-09-21,2019-09-21,2019-10-09,USD,3058.94,2019-09-16,NAM4
2368,U001,200726979,2019-09-13,2019-08-29,2019-08-28,2019-08-29,2019-09-13,USD,353.1,2019-08-29,NAA8
2369,U001,200936373,2019-04-30,2019-04-12,2019-04-10,2019-04-12,2019-04-27,USD,163813.91,2019-04-12,NAA8
2370,U001,200706844,2019-03-22,2019-03-06,2019-03-07,2019-03-06,2019-03-21,USD,27399.06,2019-03-06,NAA8
2371,CA02,140104409,2019-05-24,2019-05-13,2019-05-13,2019-05-13,2019-05-23,CAD,136179.57,2019-05-13,CA10
2373,U001,200706844,2019-10-21,2019-10-05,2019-10-05,2019-10-05,2019-10-20,USD,14060.84,2019-10-05,NAA8
2374,U001,200764795,2019-12-11,2019-11-07,2019-11-04,2019-11-07,2019-11-22,USD,4353.66,2019-11-07,NAA8
2375,U001,200762301,2019-05-08,2019-04-23,2019-04-23,2019-04-23,2019-05-08,USD,44275.66,2019-04-23,NAC6
2377,CA02,140106408,2019-02-04,2019-01-13,2019-01-13,2019-01-13,2019-01-23,CAD,2860.37,2019-01-13,CA10
2378,U001,200881076,2019-10-24,2019-10-09,2019-10-09,2019-10-09,2019-10-24,USD,99792.69,2019-10-09,NAA8
2379,U001,100036066,2019-03-14,2019-02-19,2019-02-18,2019-02-19,2019-03-06,USD,753.0,2019-02-19,NAA8
2380,U001,200769623,2019-05-09,2019-04-28,2019-04-26,2019-04-28,2019-05-13,USD,75366.55,2019-04-28,NAH4
2383,U001,200353024,2019-05-16,2019-05-08,2019-05-08,2019-05-08,2019-05-24,USD,947.46,2019-05-01,NAM4
2384,U001,200769623,2019-06-27,2019-06-14,2019-06-14,2019-06-14,2019-06-29,USD,11043.81,2019-06-14,NAH4
2385,CA02,140106181,2020-02-19,2020-02-05,2020-02-05,2020-02-05,2020-02-23,CAD,801.0,2020-02-13,CA10
2387,U001,200769623,2019-03-21,2019-03-10,2019-03-10,2019-03-10,2019-03-25,USD,47247.01,2019-03-10,NAH4
2388,U001,200705742,2019-12-10,2019-11-25,2019-11-24,2019-11-25,2019-12-27,USD,5881.17,2019-11-25,NA32
2389,U001,200794332,2019-03-15,2019-03-01,2019-02-24,2019-03-01,2019-03-16,USD,30612.35,2019-03-01,NAAX
2390,U001,200769623,2019-03-18,2019-03-07,2019-03-05,2019-03-07,2019-03-22,USD,47211.24,2019-03-07,NAH4
2391,U001,100031704,2019-02-14,2019-01-30,2019-01-30,2019-01-30,2019-02-14,USD,37427.07,2019-01-30,NAA8
2392,U001,200719300,2019-03-22,2019-03-06,2019-03-02,2019-03-06,2019-03-21,USD,2252.16,2019-03-06,NAA8
2393,U001,200769623,2019-05-13,2019-05-01,2019-04-27,2019-05-01,2019-05-16,USD,12570.02,2019-05-01,NAH4
2394,U001,200353024,2019-02-13,2019-02-05,2019-02-05,2019-02-05,2019-02-08,USD,10652.38,2019-02-01,NAM1
2395,U001,200792734,2019-05-13,2019-04-26,2019-04-26,2019-04-26,2019-05-11,USD,19398.79,2019-04-26,NAA8
2396,U001,200769623,2019-12-02,2019-11-19,2019-11-19,2019-11-19,2019-12-04,USD,15643.03,2019-11-19,NAH4
2397,U001,200769623,2019-06-25,2019-06-09,2019-06-08,2019-06-09,2019-06-24,USD,8137.57,2019-06-09,NAH4
2398,U001,200726979,2019-09-23,2019-09-06,2019-09-05,2019-09-06,2019-09-21,USD,60.78,2019-09-06,NAA8
2400,U001,200769623,2019-08-22,2019-08-05,2019-08-04,2019-08-05,2019-08-20,USD,1418.61,2019-08-05,NAH4
2401,CA02,100025721,2020-03-02,2020-02-20,2020-02-20,2020-02-20,2020-03-02,CAD,63418.4,2020-02-21,CA10
2402,U001,200390794,2019-06-17,2019-06-03,2019-06-03,2019-06-03,2019-06-18,USD,39261.6,2019-06-03,NAA8
2404,U001,200434439,2019-03-12,2019-02-18,2019-02-18,2019-02-18,2019-03-10,USD,14253.48,2019-02-18,NAD1
2405,U001,200769623,2019-10-08,2019-09-28,2019-09-27,2019-09-28,2019-10-13,USD,4559.14,2019-09-28,NAH4
2407,U001,200705742,2019-04-08,2019-03-05,2019-03-05,2019-03-05,2019-04-06,USD,24087.35,2019-03-05,NA32
2408,U001,CCU002,2020-02-28,2020-01-06,2020-01-02,2020-01-06,2020-02-10,USD,1710.72,2020-01-06,NAG2
2409,U001,CCCA02,2019-11-01,2019-09-20,2019-09-17,2019-09-20,2019-10-25,USD,32688.0,2019-09-20,NAG2
2410,U001,200769623,2020-01-21,2020-01-10,2020-01-09,2020-01-10,2020-01-25,USD,67267.23,2020-01-10,NAH4
2411,U001,200920735,2019-08-15,2019-07-31,2019-07-31,2019-07-31,2019-08-15,USD,122879.85,2019-07-31,NAA8
2412,U001,200759878,2019-03-08,2019-02-21,2019-02-20,2019-02-21,2019-03-08,USD,92343.96,2019-02-21,NAH4
2413,U001,200718130,2019-01-30,2019-01-14,2019-01-13,2019-01-14,2019-01-29,USD,12693.01,2019-01-14,NAA8
2414,U001,200769623,2019-05-17,2019-05-07,2019-05-06,2019-05-07,2019-05-22,USD,14850.16,2019-05-07,NAH4
2415,U001,200759878,2019-04-23,2019-04-07,2019-04-05,2019-04-07,2019-04-22,USD,14624.72,2019-04-07,NAH4
2416,U001,200700919,2019-06-21,2019-06-04,2019-06-04,2019-06-04,2019-06-19,USD,56488.03,2019-06-04,NAA8
2417,U001,100047382,2019-03-08,2019-02-25,2019-02-23,2019-02-25,2019-03-12,USD,17204.72,2019-02-25,NAA8
2420,U001,200769623,2019-12-31,2019-12-20,2019-12-20,2019-12-20,2020-01-04,USD,14704.76,2019-12-20,NAH4
2421,U001,200769623,2019-04-12,2019-04-02,2019-04-01,2019-04-02,2019-04-17,USD,10385.41,2019-04-02,NAH4
2422,U001,200780849,2019-01-14,2018-12-30,2018-12-30,2018-12-30,2019-01-14,USD,25252.26,2018-12-30,NAA8
2425,CA02,140104429,2019-09-13,2019-08-28,2019-08-28,2019-08-28,2019-09-08,CAD,65983.02,2019-08-29,CA10
2426,U001,200761734,2019-02-01,2019-01-18,2019-01-18,2019-01-18,2019-02-02,USD,69555.51,2019-01-18,NAA8
2428,U001,200769623,2019-10-08,2019-09-28,2019-09-27,2019-09-28,2019-10-13,USD,4069.64,2019-09-28,NAH4
2429,U001,200434439,2019-10-23,2019-10-08,2019-10-08,2019-10-08,2019-10-23,USD,48124.67,2019-10-08,NAA8
2430,U001,200769623,2020-01-13,2020-01-01,2019-12-31,2020-01-01,2020-01-16,USD,29310.2,2020-01-01,NAH4
2431,U013,CC6600,2019-03-22,2019-01-27,2019-01-23,2019-01-27,2019-03-13,USD,19015.83,2019-01-27,NAVF
2432,U001,200769623,2019-04-23,2019-04-13,2019-04-13,2019-04-13,2019-04-28,USD,44232.17,2019-04-13,NAH4
2434,U001,200696090,2019-07-05,2019-06-20,2019-06-14,2019-06-20,2019-07-05,USD,5707.25,2019-06-20,NAA8
2435,U001,200705742,2019-08-22,2019-08-06,2019-08-06,2019-08-06,2019-08-26,USD,9192.95,2019-08-06,NAD1
2436,U001,200794332,2019-02-20,2019-02-05,2019-02-05,2019-02-05,2019-02-20,USD,11748.72,2019-02-05,NAAX
2437,U001,200803720,2019-06-11,2019-06-11,2019-06-11,2019-06-11,2019-06-11,USD,2238.76,2019-06-01,NAM2
2438,U001,200756072,2019-10-04,2019-09-20,2019-09-19,2019-09-20,2019-10-05,USD,25873.61,2019-09-20,NAA8
2439,U001,200331749,2019-10-28,2019-10-10,2019-10-11,2019-10-10,2019-10-25,USD,5538.84,2019-10-10,NAA8
2440,U001,200769623,2019-05-08,2019-04-28,2019-04-27,2019-04-28,2019-05-13,USD,3355.3,2019-04-28,NAH4
2442,U001,200705742,2019-05-24,2019-05-09,2019-05-08,2019-05-09,2019-06-12,USD,31095.32,2019-05-09,NAAW
2443,U001,200772670,2019-05-14,2019-05-04,2019-05-04,2019-05-04,2019-05-19,USD,50731.86,2019-05-04,NAU5
2444,U001,200769623,2019-02-11,2019-01-28,2019-01-27,2019-01-28,2019-02-12,USD,11739.76,2019-01-28,NAH4
2445,U001,100024776,2019-09-19,2019-08-20,2019-08-19,2019-08-20,2019-09-24,USD,15090.34,2019-08-20,NAG2
2446,U001,200726979,2019-05-01,2019-04-16,2019-04-17,2019-04-16,2019-05-01,USD,456.83,2019-04-16,NAA8
2447,U001,200769623,2020-02-03,2020-01-22,2020-01-21,2020-01-22,2020-02-06,USD,21429.7,2020-01-22,NAH4
2448,CA02,140105847,2019-01-18,2019-01-03,2019-01-03,2019-01-03,2019-01-14,CAD,118091.14,2019-01-04,CA10
2450,U001,200794332,2019-08-19,2019-08-01,2019-08-01,2019-08-01,2019-08-16,USD,32621.41,2019-08-01,NAAX
2452,U001,200707822,2019-04-03,2019-03-19,2019-03-19,2019-03-19,2019-04-03,USD,105899.98,2019-03-19,NAA8
2453,U001,200780383,2019-08-12,2019-07-25,2019-07-25,2019-07-25,2019-08-09,USD,70698.02,2019-07-25,NAA8
2454,U001,200230690,2019-03-04,2019-02-26,2019-02-26,2019-02-26,2019-03-11,USD,1758.32,2019-02-16,NAM4
2455,U001,200752302,2019-06-03,2019-05-17,2019-05-17,2019-05-17,2019-06-01,USD,132974.16,2019-05-17,NAA8
2456,U001,200707822,2019-04-01,2019-03-15,2019-03-11,2019-03-15,2019-03-30,USD,5187.95,2019-03-15,NAA8
2457,U001,200769623,2020-01-15,2020-01-05,2020-01-05,2020-01-05,2020-01-20,USD,7076.67,2020-01-05,NAH4
2458,U001,200726979,2020-02-11,2020-01-26,2020-01-27,2020-01-26,2020-02-10,USD,169.6,2020-01-26,NAA8
2459,U001,200736337,2019-02-13,2019-01-28,2019-01-23,2019-01-28,2019-02-12,USD,5399.63,2019-01-28,NAA8
2460,U001,200759878,2019-11-26,2019-11-09,2019-11-09,2019-11-09,2019-11-24,USD,14135.59,2019-11-09,NAH4
2461,U001,200707822,2019-07-08,2019-06-19,2019-06-19,2019-06-19,2019-07-04,USD,4621.26,2019-06-19,NAA8
2462,CA02,100031628,2020-02-07,2020-01-20,2020-01-20,2020-01-20,2020-02-08,CAD,8520.05,2020-01-29,CA10
2463,U001,200744019,2019-03-12,2019-02-17,2019-02-17,2019-02-17,2019-03-04,USD,9164.16,2019-02-17,NAA8
2464,U001,200769623,2019-11-26,2019-11-16,2019-11-15,2019-11-16,2019-12-01,USD,22474.23,2019-11-16,NAH4
2465,U001,100058011,2020-03-02,2020-02-21,2020-02-22,2020-02-21,2020-03-24,USD,3237.92,2020-02-21,NA32
2466,U001,200762301,2019-08-13,2019-07-29,2019-07-27,2019-07-29,2019-08-13,USD,915.63,2019-07-29,NAC6
2468,U001,200785971,2019-08-26,2019-08-08,2019-08-03,2019-08-08,2019-08-28,USD,2299.62,2019-08-08,NAD1
2470,U001,200306844,2019-11-14,2019-11-01,2019-10-31,2019-11-01,2019-11-16,USD,43505.57,2019-11-01,NAA8
2471,U001,200700919,2019-06-10,2019-05-23,2019-05-23,2019-05-23,2019-06-07,USD,71625.09,2019-05-23,NAA8
2472,U001,200769623,2019-03-26,2019-03-11,2019-03-10,2019-03-11,2019-03-26,USD,2157.25,2019-03-11,NAH4
2473,U001,200732755,2019-09-09,2019-08-23,2019-08-23,2019-08-23,2019-09-07,USD,48249.36,2019-08-23,NAA8
2474,U001,100013947,2019-05-13,2019-04-26,2019-04-23,2019-04-26,2019-05-16,USD,16650.0,2019-04-26,NAD1
2475,U001,200769623,2020-01-10,2019-12-31,2019-12-29,2019-12-31,2020-01-15,USD,16221.17,2019-12-31,NAH4
2480,U001,200416837,2019-11-26,2019-11-22,2019-11-22,2019-11-22,2019-11-23,USD,18805.33,2019-11-16,NAM1
2481,U001,200799367,2019-07-08,2019-06-20,2019-06-20,2019-06-20,2019-07-05,USD,352.7,2019-06-20,NAA8
2482,U001,200769623,2019-04-16,2019-04-05,2019-04-05,2019-04-05,2019-04-20,USD,14622.35,2019-04-05,NAH4
2483,U001,200769623,2019-07-31,2019-07-21,2019-07-20,2019-07-21,2019-08-05,USD,20103.22,2019-07-21,NAH4
2484,U001,200974851,2019-08-21,2019-08-01,2019-08-02,2019-08-01,2019-08-21,USD,1891.31,2019-08-01,NAD1
2485,U001,200129450,2019-11-12,2019-10-08,2019-10-07,2019-10-08,2019-11-07,USD,62623.65,2019-10-08,NAD5
2486,U001,200793830,2019-02-19,2019-01-30,2019-01-30,2019-01-30,2019-02-14,USD,522.03,2019-01-30,NAA8
2487,U001,200793513,2019-06-10,2019-05-25,2019-05-25,2019-05-25,2019-06-09,USD,64946.59,2019-05-25,NAA8
2488,U001,200769623,2019-09-03,2019-08-21,2019-08-21,2019-08-21,2019-09-05,USD,32563.57,2019-08-21,NAH4
2489,U001,200759878,2019-08-30,2019-08-15,2019-08-14,2019-08-15,2019-08-30,USD,47966.6,2019-08-15,NAH4
2490,U001,200781831,2019-06-21,2019-05-30,2019-05-31,2019-05-30,2019-06-14,USD,13556.03,2019-05-30,NAA8
2491,U001,200705372,2019-06-13,2019-04-09,2019-04-07,2019-04-09,2019-06-13,USD,7746.87,2019-04-09,NAGD
2492,U001,200769623,2019-09-13,2019-09-03,2019-09-01,2019-09-03,2019-09-18,USD,66311.21,2019-09-03,NAH4
2494,U001,200744019,2019-12-06,2019-11-22,2019-11-21,2019-11-22,2019-12-07,USD,26118.93,2019-11-22,NAA8
2495,U001,200769623,2019-02-05,2019-01-17,2019-01-15,2019-01-17,2019-02-01,USD,15700.34,2019-01-17,NAH4
2496,U001,200769623,2019-03-01,2019-02-19,2019-02-19,2019-02-19,2019-03-06,USD,4899.24,2019-02-19,NAH4
2497,U001,200769623,2019-06-28,2019-06-16,2019-06-15,2019-06-16,2019-07-01,USD,42141.39,2019-06-16,NAH4
2498,U001,200794332,2019-10-21,2019-10-07,2019-10-04,2019-10-07,2019-10-22,USD,33794.96,2019-10-07,NAAX
2501,U001,200721530,2019-10-04,2019-09-19,2019-09-19,2019-09-19,2019-10-04,USD,42902.03,2019-09-19,NAA8
2502,U001,200769623,2019-12-18,2019-12-07,2019-12-06,2019-12-07,2019-12-22,USD,8563.71,2019-12-07,NAH4
2503,U001,200762301,2019-08-28,2019-08-13,2019-08-13,2019-08-13,2019-08-28,USD,168800.72,2019-08-13,NAC6
2504,U001,200769623,2019-07-19,2019-04-05,2019-04-06,2019-04-05,2019-04-20,USD,1122.58,2019-04-05,NAH4
2505,CA02,140106408,2019-10-30,2019-09-24,2019-09-24,2019-09-24,2019-10-05,CAD,5232.52,2019-09-25,CA10
2506,U001,200744019,2019-12-05,2019-11-23,2019-11-20,2019-11-23,2019-12-08,USD,19845.5,2019-11-23,NAA8
2507,U001,200769623,2019-05-01,2019-04-21,2019-04-18,2019-04-21,2019-05-06,USD,14779.63,2019-04-21,NAH4
2508,U001,200974851,2019-08-26,2019-08-09,2019-08-09,2019-08-09,2019-08-24,USD,887.88,2019-08-09,NAA8
2509,U001,200772595,2019-07-30,2019-07-15,2019-07-15,2019-07-15,2019-07-30,USD,52964.57,2019-07-15,NAA8
2510,U001,100014724,2020-01-15,2020-01-08,2020-01-08,2020-01-08,2020-01-24,USD,41962.52,2020-01-01,NAM4
2511,U001,200769623,2019-02-05,2019-01-26,2019-01-24,2019-01-26,2019-02-10,USD,13865.03,2019-01-26,NAH4
2512,U013,CC6000,2019-07-12,2019-04-16,2019-04-16,2019-04-16,2019-05-31,USD,10700.11,2019-04-16,NAVF
2513,U001,200769623,2019-06-13,2019-05-31,2019-06-01,2019-05-31,2019-06-15,USD,471.56,2019-05-31,NAH4
2514,U001,200793568,2019-02-13,2019-01-28,2019-01-28,2019-01-28,2019-02-12,USD,40408.55,2019-01-28,NAA8
2515,U001,200779906,2019-04-01,2019-03-15,2019-03-14,2019-03-15,2019-03-30,USD,86782.3,2019-03-15,NAA8
2516,U001,200743129,2019-06-28,2019-06-15,2019-06-12,2019-06-15,2019-06-30,USD,20492.6,2019-06-15,NAA8
2517,U001,200761734,2019-01-29,2019-01-14,2019-01-11,2019-01-14,2019-01-29,USD,40892.24,2019-01-14,NAA8
2518,U001,200803720,2019-11-08,2019-11-07,2019-11-07,2019-11-07,2019-11-11,USD,19430.46,2019-11-01,NAM2
2519,U001,200780825,2019-10-23,2019-10-10,2019-10-09,2019-10-10,2019-10-25,USD,1698.4,2019-10-10,NAA8
2521,U001,200726979,2019-01-30,2019-01-15,2019-01-10,2019-01-15,2019-01-30,USD,347.54,2019-01-15,NAA8
2522,U001,200744019,2020-03-02,2020-02-15,2020-02-14,2020-02-15,2020-03-01,USD,18956.36,2020-02-15,NAA8
2523,U001,200718130,2019-09-30,2019-09-12,2019-09-13,2019-09-12,2019-09-27,USD,210.59,2019-09-12,NAA8
2525,CA02,140105686,2019-08-22,2019-07-30,2019-07-30,2019-07-30,2019-08-16,CAD,28748.56,2019-08-06,CA10
2526,U001,100031704,2019-04-29,2019-04-09,2019-04-03,2019-04-09,2019-04-24,USD,18264.79,2019-04-09,NAA8
2527,U001,200744019,2019-03-14,2019-02-27,2019-02-27,2019-02-27,2019-03-14,USD,4996.51,2019-02-27,NAA8
2528,U001,200881076,2019-04-05,2019-03-21,2019-03-20,2019-03-21,2019-04-05,USD,109448.46,2019-03-21,NAA8
2529,U001,200726979,2019-02-20,2019-02-04,2019-02-04,2019-02-04,2019-02-19,USD,189.33,2019-02-04,NAA8
2530,U001,200782001,2019-04-09,2019-03-27,2019-03-27,2019-03-27,2019-04-11,USD,18771.66,2019-03-27,NAA8
2531,U001,200744019,2019-05-09,2019-04-23,2019-04-22,2019-04-23,2019-05-08,USD,7151.76,2019-04-23,NAA8
2532,U001,200769623,2019-04-18,2019-04-02,2019-04-01,2019-04-02,2019-04-17,USD,160.4,2019-04-02,NAH4
2533,U001,200705742,2019-02-25,2019-02-10,2019-02-11,2019-02-10,2019-02-25,USD,1697.78,2019-02-10,NAA8
2535,CA02,100012991,2019-02-15,2019-02-04,2019-02-04,2019-02-04,2019-02-15,CAD,5559.5,2019-02-05,CA10
2537,U001,200770567,2019-02-01,2019-01-21,2019-01-18,2019-01-21,2019-02-05,USD,68921.74,2019-01-21,NAA8
2538,U001,200772670,2019-06-26,2019-06-11,2019-06-11,2019-06-11,2019-06-26,USD,68956.55,2019-06-11,NAU5
2540,CA02,140104229,2019-06-07,2019-05-24,2019-05-24,2019-05-24,2019-06-10,CAD,410.04,2019-05-31,CA10
2541,U001,200769623,2019-11-15,2019-11-04,2019-11-02,2019-11-04,2019-11-19,USD,23636.04,2019-11-04,NAH4
2542,U001,200719300,2019-03-06,2019-02-18,2019-02-15,2019-02-18,2019-03-05,USD,30831.6,2019-02-18,NAA8
